type;skz;desc;coords;street;zip;city;keeper;classes;pupils;male;female
VS;611251;Volksschule;1673273.65,6007324.1;Schulstraße 6;8792;Sankt Peter-Freienstein;öffentl.;5;84;47;37
VS;611261;Volksschule;1667589.74,5994748.09;Murwaldsiedlung 34;8713;Sankt Stefan ob Leoben;öffentl.;4;62;24;38
VS;611271;Volksschule;1668100.36,6003789.35;Schulweg 1;8772;Traboch;öffentl.;4;51;21;30
VS;611291;Peter-Rosegger-Volksschule;1670558.71,6011986.14;Roseggergasse 18;8793;Trofaiach;öffentl.;17;317;173;144
VS;611321;Volksschule;1633782.24,6015433.07;Wald 41;8781;Wald am Schoberpaß;öffentl.;1;14;7;7
VS;611331;Dr.-Friedrich-Niederl-Volksschule;1660350.42,6006822.23;Hochstraße 18;8773;Kammern im Liesingtal;öffentl.;4;63;32;31
ASTAT;611341;Privatschule Kinderschule Taptana des Vereins Auf neuen Wegen lernen - Verein zur Förderung von Lehr- und Lernmethoden;1677692.84,6001163.23;Hinterbergstraße 23;8700;Leoben;privat;2;40;24;16
ASTAT;611351;Privatschule ABC Schule des Vereins TRINITY, Verein zur Förderung christlicher Bildung und Erziehung in Österreich;1680682.45,6001940.77;Gösserstraße 52;8700;Leoben;privat;1;18;7;11
BMHST;611417;Privatschule Höhere technische Lehranstalt und Werkmeisterschule des Schulvereins der HTL Leoben;1679832.96,6004658.04;Max-Tendler-Straße 3;8700;Leoben;privat;21;430;363;67
BMHSW;611429;Höhere Bundeslehranstalt für wirtschaftliche Berufe;1678916.44,6003329.73;Kerpelystraße 17;8700;Leoben;öffentl.;23;397;76;321
BMHSK;611458;Bundeshandelsakademie;1654709.13,6034149.88;Hieflauer Straße 89;8790;Eisenerz;öffentl.;5;107;50;57
BMHST;611507;Private Werkmeisterschule für Berufstätige der bfi Steiermark gGmbH;1676705.32,6003988.58;Erzstraße 21;8700;Leoben;privat;4;79;72;7
GKS;611910;Schule für allgemeine Gesundheits- und Krankenpflege des Landes Steiermark am Landeskrankenhaus Leoben;1678958.13,6005160.9;Barbaraweg 86;8700;Leoben;öffentl.;0;311;22;289
GKS;611940;Schule für allgemeine Gesundheits- und Krankenpflege am Landesklinikum Stolzalpe;1579513.78,5961422.35;Stolzalpe 38, Haus 3;8852;Murau;öffentl.;0;88;10;78
GKS;611950;BFI Leoben - Pflegeausbildung;1676705.32,6003988.58;Erzstraße 21;8700;Leoben;privat;0;52;13;39
VS;612011;Volksschule;1609413.97,6036930.87;Schulstraße 300;8911;Admont;öffentl.;7;110;64;46
NMSH;612012;Mittelschule;1609471.35,6036994.07;Schulstraße 300;8911;Admont;öffentl.;7;108;57;51
PS;612014;Polytechnische Schule;1599072.87,6028254.69;Schulallee 147b;8786;Rottenmann;öffentl.;3;68;45;23
AHS;612016;Stiftsgymnasium des Schulerhaltervereins Benediktinerstift Admont;1609912.88,6036618.39;Stift Admont 1;8911;Admont;privat;21;444;169;275
NMSH;612022;Mittelschule;1585431.44,6034986.64;Kulturhausplatz 3;8940;Liezen;öffentl.;13;261;134;127
SS;612023;Allgemeine Sonderschule;1585526.87,6035013.79;Hauptstraße 20;8940;Liezen;öffentl.;4;30;18;12
AHS;612026;Bundesgymnasium und Bundesrealgymnasium;1570293.4,6029170.22;Stainach, Gymnasiumgasse 302;8950;Stainach-Pürgg;öffentl.;27;604;270;334
VS;612031;Volksschule;1630876.65,6060792.91;Altenmarkt 45;8934;Altenmarkt bei Sankt Gallen;öffentl.;2;40;18;22
NMSH;612032;Mittelschule;1599072.87,6028254.69;Pestalozzistraße 147;8786;Rottenmann;öffentl.;8;158;94;64
AHS;612036;Bundes-Oberstufenrealgymnasium Erzherzog-Johann-BORG;1534298.41,6040586.5;Bahnhofstraße 150;8990;Bad Aussee;öffentl.;8;126;35;91
VS;612041;Volksschule;1598633.22,6039279.26;Ardning 150;8904;Ardning;öffentl.;3;59;31;28
VS;612051;Volksschule;1606659.09,6026526.15;Bärndorf;8786;Rottenmann;öffentl.;1;7;2;5
NMSH;612052;Mittelschule;1612792.62,6021692.16;Dr. Adolf-Schärf-Platz 7;8784;Trieben;öffentl.;7;108;59;49
NMSH;612062;Mittelschule;1628487.54,6057405.13;Weissenbach an der Enns 80;8932;Sankt Gallen;öffentl.;8;117;50;67
VS;612081;Volksschule;1619783.24,6022478.12;Gaishorn 10;8783;Gaishorn am See;öffentl.;3;50;26;24
VS;612091;Volksschule;1627122.55,6054799.55;Buchauerstraße 100;8933;Sankt Gallen;öffentl.;3;70;37;33
VS;612101;Volksschule;1646224.75,6051604.15;Gams bei Hieflau 164;8922;Landl;öffentl.;1;23;11;12
VS;612121;Volksschule;1609764.14,6040595.46;Hall 197;8911;Admont;öffentl.;4;61;30;31
VS;612161;Volksschule Landl;1640570.03,6049661.75;Kirchenlandl 151;8931;Großreifling;öffentl.;2;39;20;19
VS;612171;Volksschule;1588252.08,6028726.37;Lassing 35;8903;Lassing;öffentl.;4;73;45;28
VS;612191;Volksschule Liezen;1585526.87,6035013.79;Hauptstraße 20;8940;Liezen;öffentl.;12;259;130;129
VS;612231;Volksschule;1598923.03,6028304.4;Schulallee 20;8786;Rottenmann;öffentl.;8;138;76;62
VS;612241;Volksschule;1593752.04,6032347.61;Hauptstraße 27 a;8900;Selzthal;öffentl.;3;51;28;23
VS;612261;Volksschule;1612687.64,6021702.99;Triebener Bundesstraße 19;8784;Trieben;öffentl.;8;137;69;68
VS;612281;Volksschule;1581188.91,6035788.14;Weissenbach bei Liezen 115;8940;Liezen;öffentl.;3;56;35;21
VS;612291;Volksschule;1668155.66,6051342.78;Wildalpen 181;8924;Wildalpen;öffentl.;1;12;7;5
VS;612301;Volksschule;1614383.94,6040151.37;Weng im Gesäuse;8913;Admont;öffentl.;1;22;13;9
ASTAT;612331;Privatschule Montessori-Schule Ennstal des Vereins Montessori-Ennstal, gemeinnütziger Verein;1570741.12,6029534.16;Grazerstraße 338;8950;Stainach-Pürgg;privat;2;32;19;13
BMHST;612417;Private Werkmeisterschule für Berufstätige für Maschinenbau-Automatisierungstechnik der bfi Steiermark gGmbH;1596582.78,6028310.83;Technologiepark 4/3;8786;Rottenmann;privat;1;19;16;3
BSTAT;612419;Private Höhere Lehranstalt für wirtschaftliche Berufe, Fachschule für Sozialberufe und Schule für Sozialbetreuung der Caritas Diözese Graz-Seckau;1596753.16,6028200.23;Technologiepark 2;8786;Rottenmann;privat;18;357;58;299
BMHSW;612429;Höhere Bundeslehranstalt für wirtschaftliche Berufe;1534298.41,6040586.5;Bahnhofstraße 150;8990;Bad Aussee;öffentl.;4;65;11;54
BMHSK;612458;Bundeshandelsakademie und Bundeshandelsschule;1584546.44,6035183.44;Dr.-Karl-Renner-Ring 40;8940;Liezen;öffentl.;22;479;223;256
BMHSK;612478;Private Handelsschule und Handelsakademie für Skisportler des Vereins Skihandelsschule Schladming;1524984.02,6007502.31;Untere Klaus 181;8970;Schladming;privat;11;240;130;110
VS;612501;Volksschule;1540500.7,6012065.88;Assach-Unterdorf 19;8966;Aich;öffentl.;2;32;19;13
SS;612503;Allgemeine Sonderschule;1547910.04,6015256.02;Gröbming, Wiesackstraße 470;8962;Gröbming;öffentl.;4;29;21;8
VS;612511;Volksschule;1574256.78,6027574.5;Sallaberg 10;8943;Aigen im Ennstal;öffentl.;6;99;51;48
NMSH;612512;Mittelschule (Hans Gielge, Plaisirgasse 153);1533012.67,6043921.49;dzt. p.A.: Bahnhofstraße 150;8990;Bad Aussee;öffentl.;13;246;152;94
VS;612521;Volksschule;1532310.45,6047205.89;Fischerndorf 57;8992;Altaussee;öffentl.;3;63;31;32
NMSH;612522;Mittelschule;1547910.04,6015256.02;Wiesackstraße 470;8962;Gröbming;öffentl.;8;152;84;68
VS;612531;Volksschule Volksschule Bad Aussee mit musikalischem Schwerpunkt;1534815.05,6042379.51;Kirchengasse 166;8990;Bad Aussee;öffentl.;8;149;71;78
NMSH;612532;Mittelschule;1532767.28,6009108.44;Schulgasse 150;8967;Haus;öffentl.;8;128;52;76
NMSH;612542;Mittelschule;1569593.47,6024427.18;Irdning, Lindenallee 38;8952;Irdning-Donnersbachtal;öffentl.;11;228;131;97
VS;612551;Volksschule Josef-Krainer - Volksschule Donnersbach;1572687.67,6018794.7;Donnersbach 24;8953;Irdning-Donnersbachtal;öffentl.;2;37;16;21
NMSH;612552;Mittelschule;1551141.87,6032946.05;Bad Mitterndorf 309;8983;Bad Mitterndorf;öffentl.;7;107;59;48
NMSH;612562;Mittelschule I mit angeschlossener Polytechnischer Schule;1523851.64,6006525.63;Tutterstraße 411;8970;Schladming;öffentl.;9;165;77;88
VS;612571;Volksschule;1547404.12,6014724.19;Gröbming 355;8962;Gröbming;öffentl.;9;165;74;91
NMSH;612572;Mittelschule;1571115.07,6029445.63;Erzherzog-Johann-Straße 339;8950;Stainach-Pürgg;öffentl.;6;98;56;42
NMSH;612582;Mittelschule;1551894.08,6013439.65;Stein 149;8961;Sölk;öffentl.;7;115;57;58
VS;612591;Volksschule;1540354.02,6044921.13;Bräuhof 35;8993;Grundlsee;öffentl.;2;43;25;18
NMSH;612592;Mittelschule II (Erzherzog Johann) und Ski-Mittelschule;1523893.85,6006628.57;Erzherzog-Johann-Str. 400;8970;Schladming;öffentl.;12;180;111;69
VS;612601;Volksschule;1532767.28,6009108.44;Schulgasse 150;8967;Haus;öffentl.;8;124;70;54
VS;612611;Volksschule;1569920.31,6025110.44;Schulgasse 107;8952;Irdning-Donnersbachtal;öffentl.;7;107;58;49
VS;612631;Volksschule Knoppen-Kumitz;1543688.54,6035048.55;Knoppen 27;8984;Bad Mitterndorf;öffentl.;2;27;13;14
VS;612661;Volksschule;1551125.02,6032891.36;Bad Mitterndorf 405;8983;Bad Mitterndorf;öffentl.;6;106;59;47
VS;612671;Volksschule;1560364.69,6019746.85;Niederöblarn 25;8960;Öblarn;öffentl.;1;24;15;9
VS;612681;Volksschule;1557935.91,6017629.72;Öblarn 153;8960;Öblarn;öffentl.;2;45;25;20
VS;612691;Volksschule;1514551.4,6005827;Pichl 64;8973;Schladming;öffentl.;2;27;17;10
VS;612701;Volksschule;1544598.54,6011385.27;Pruggern 34;8965;Michaelerberg-Pruggern;öffentl.;3;54;31;23
LFMS;612710;Land- und forstwirtschaftliche Fachschule Schwerpunkt Grünland-Waldwirtschaft Grabnerhof;1613133.98,6039742.9;Hall 225-228;8911;Admont;öffentl.;6;144;117;27
VS;612711;Volksschule;1519735.76,6011287.58;Ramsau am Dachstein 187;8972;Ramsau am Dachstein;öffentl.;6;109;49;60
VS;612721;Volksschule;1556270.67,6022137.77;Sankt Martin am Grimming 20;8954;Mitterberg-Sankt Martin;öffentl.;2;48;22;26
LFHS;612730;Höhere Bundeslehr- und Forschungsanstalt für Landwirtschaft Raumberg-Gumpenstein;1569549.7,6022758.37;Raumberg 38;8952;Irdning-Donnersbachtal;öffentl.;13;402;189;213
VS;612731;Volksschule;1561573.91,5999196.86;Mössna 179;8961;Sölk;öffentl.;1;17;8;9
VS;612741;Volksschule;1523906.87,6006527.23;Schulgasse 159;8970;Schladming;öffentl.;8;129;71;58
LFMS;612760;Fachschule für Land- und Ernährungswirtschaft;1547291.84,6015822.65;Horstigstraße 998;8962;Gröbming;öffentl.;3;84;6;78
VS;612761;Volksschule;1570589.57,6029373.91;Kirchengasse 112;8950;Stainach-Pürgg;öffentl.;6;93;46;47
VS;612771;Volksschule;1552085.55,6013559.31;Stein an der Enns 73;8961;Sölk;öffentl.;2;37;21;16
VS;612781;Volksschule;1559910.89,6034156.63;Tauplitz 52;8982;Bad Mitterndorf;öffentl.;2;39;23;16
VS;612801;Volksschule;1522373.46,6003139.83;Rohrmoos, Schulweg 1;8971;Schladming;öffentl.;3;44;16;28
BMHSP;612810;Bundes-Bildungsanstalt für Elementarpädagogik;1584546.44,6035183.44;Dr.Karl-Renner-Ring 40;8940;Liezen;öffentl.;10;199;14;185
VS;612811;Volksschule;1574830.56,6032660.46;Dorfstraße 134;8942;Wörschach;öffentl.;2;29;17;12
GKS;612910;BFI Rottenmann - Ausbildungen im Gesundheitsbereich;1596582.78,6028310.83;Technologiepartk 4/3;8786;Rottenmann;privat;0;8;null;8
BS;614015;Karl-Brunner-Landesberufsschule;1577906.88,5960403.69;Heiligenstatt 10;8850;Murau;öffentl.;68;1059;1023;36
AHS;614016;Bundes-Oberstufenrealgymnasium;1578832.29,5960215.95;Grössingstraße 7;8850;Murau;öffentl.;10;190;50;140
NMSH;614022;Mittelschule 2;1578148.73,5960476.52;Bundesstraße 11;8850;Murau;öffentl.;13;264;131;133
VS;614031;Volksschule;1592365.08,5963909.97;Frojacher Straße 20;8841;Teufenbach-Katsch;öffentl.;2;44;22;22
NMSH;614032;Mittelschule;1606115.99,5954389.07;Meraner Weg 3;8820;Neumarkt in der Steiermark;öffentl.;9;196;101;95
PS;614034;Polytechnische Schule;1577912.26,5960535.31;Friedhofgasse 3;8850;Murau;öffentl.;2;27;22;5
NMSH;614042;Mittelschule;1590337.49,5975096.72;Vorstadt 70;8832;Oberwölz;öffentl.;7;131;70;61
NMSH;614052;Mittelschule;1592106.18,5953186.22;Am Grünen Weg 20;8813;Sankt Lambrecht;öffentl.;4;66;35;31
VS;614061;Volksschule Krakau;1555227.57,5972852.35;Krakauhintermühlen 27;8854;Krakau;öffentl.;2;29;13;16
NMSH;614062;Mittelschule;1579695.25,5972342.35;St. Peter 152;8843;St. Peter am Kammersberg;öffentl.;6;100;52;48
NMSH;614072;Mittelschule;1603825.6,5966375.84;Dr. Georg Zwerenz-Platz 1;8811;Scheifling;öffentl.;8;144;76;68
NMSH;614082;Mittelschule;1556141.93,5956494.77;Stadl an der Mur 100;8862;Stadl-Predlitz;öffentl.;2;36;19;17
VS;614091;Volksschule;1582576.5,5951794.78;Lassnitz bei Murau 26;8850;Murau;öffentl.;1;13;6;7
VS;614101;Volksschule;1603273.04,5957593.15;Mariahof, Hoferdorf 126;8812;Neumarkt in der Steiermark;öffentl.;3;44;24;20
VS;614111;Volksschule;1614413.88,5947242.1;Mühlen 76;8822;Mühlen;öffentl.;2;36;21;15
VS;614121;Volksschule;1577912.26,5960535.31;Friedhofgasse 3;8850;Murau;öffentl.;6;95;51;44
VS;614131;Volksschule;1606229.39,5954323.7;Europaplatz 3;8820;Neumarkt in der Steiermark;öffentl.;4;64;35;29
VS;614141;Volksschule;1600410.93,5966966.89;Niederwölz 81;8831;Niederwölz;öffentl.;3;44;23;21
VS;614161;Volksschule;1589784.29,5975207.39;Oberwölz 45;8832;Oberwölz;öffentl.;6;102;50;52
VS;614211;Volksschule;1567435.85,5967964.06;Ranten 7;8853;Ranten;öffentl.;2;31;20;11
VS;614251;Volksschule;1569843.76,5959234.85;Sankt Georgen ob Murau 18;8861;Sankt Georgen am Kreischberg;öffentl.;3;50;22;28
VS;614261;Volksschule;1592184.53,5953236.48;Am Grünen Weg 20;8813;Sankt Lambrecht;öffentl.;4;65;38;27
VS;614271;Volksschule;1606215.08,5952973.28;Sankt Marein bei Neumarkt 103;8820;Neumarkt in der Steiermark;öffentl.;4;78;32;46
VS;614281;Volksschule;1579673.45,5972289.89;152;8843;St. Peter am Kammersberg;öffentl.;5;82;40;42
VS;614311;Volksschule;1604406.43,5966426.86;Scheifling-Sankt Lorenzen;8811;Scheifling;öffentl.;7;94;45;49
VS;614321;Volksschule;1571312.92,5971745.1;Schöder 88;8844;Schöder;öffentl.;2;39;21;18
VS;614341;Volksschule;1556141.93,5956494.77;Stadl an der Mur 100;8862;Stadl-Predlitz;öffentl.;4;55;24;31
VS;614351;Volksschule;1598362.08,5963119.62;Teufenbach 19;8833;Teufenbach-Katsch;öffentl.;2;36;28;8
BMHSW;614429;Höhere Bundeslehranstalt für wirtschaftliche Berufe;1578832.29,5960215.95;Grössingstraße 7;8850;Murau;öffentl.;7;101;11;90
LFMS;614710;Fachschule für Land- und Ernährungswirtschaft;1576601.86,5973066.42;Schloss Feistritz 1;8843;St. Peter am Kammersberg;öffentl.;4;72;6;66
VS;616011;Volksschule;1683241.41,5959651;Afling 24;8572;Bärnbach;öffentl.;2;36;19;17
NMSH;616012;Mittelschule;1683739.1,5953907.63;Rüsthausgasse 10;8572;Bärnbach;öffentl.;9;164;88;76
BS;616015;Landesberufsschule;1685932.85,5950488.52;Mozartgasse 14;8570;Voitsberg;öffentl.;42;837;796;41
AHS;616016;Bundesgymnasium, Bundesrealgymnasium und Bundes-Oberstufenrealgymnasium;1679354.54,5953751.18;Piberstraße 15;8580;Köflach;öffentl.;40;892;387;505
VS;616021;Volksschule;1683873.29,5953670.22;Schulgasse 2;8572;Bärnbach;öffentl.;8;150;86;64
NMSH;616022;Mittelschule;1675893.16,5945764.06;Schulstraße 110;8583;Edelschrott;öffentl.;9;179;87;92
SS;616023;Allgemeine Sonderschule;1687187.35,5949445.96;Helmut-Glaser-Straße 5;8570;Voitsberg;öffentl.;2;17;14;3
VS;616041;Volksschule mit musikalischem Schwerpunkt;1675893.16,5945764.06;Schulstraße 110;8583;Edelschrott;öffentl.;4;68;34;34
NMSH;616042;Mittelschule;1678473.3,5952237.07;Schulstraße 7;8580;Köflach;öffentl.;9;192;120;72
VS;616051;Volksschule;1688375.62,5969598.21;Geistthal 83;8153;Geistthal-Södingberg;öffentl.;1;24;19;5
NMSH;616052;Mittelschule;1693457.28,5943695.24;Krottendorf;8564;Krottendorf-Gaisfeld;öffentl.;8;176;94;82
VS;616061;Volksschule;1672519.58,5950049.65;Gößnitz-Dorf 38;8591;Maria Lankowitz;öffentl.;1;23;16;7
NMSH;616062;Mittelschule;1701286.59,5939917.83;Hauptstraße 8;8562;Mooskirchen;öffentl.;8;180;93;87
PS;616064;Polytechnische Schule;1678473.3,5952237.07;Schulstraße 7;8580;Köflach;öffentl.;4;92;64;28
VS;616071;Volksschule;1673664.9,5963460.48;Graden 7;8593;Köflach;öffentl.;1;19;10;9
NMSH;616072;Mittelschule;1686964.61,5949300.26;Mühlgasse 21;8570;Voitsberg;öffentl.;13;249;147;102
VS;616081;Volksschule;1665320.48,5945140.02;Hirschegg 36;8584;Hirschegg-Pack;öffentl.;1;16;6;10
VS;616091;Volksschule;1680264.24,5964763.1;Kainach 100;8573;Kainach bei Voitsberg;öffentl.;3;51;28;23
NMSH;616092;Mittelschule;1694391.44,5950200.66;Stallhofen 2;8152;Stallhofen;öffentl.;8;177;115;62
VS;616111;Volksschule;1679385.16,5952496.31;Grazerstraße 4;8580;Köflach;öffentl.;11;215;106;109
VS;616141;Volksschule;1676907.62,5952438.79;Hauptstraße 4;8591;Maria Lankowitz;öffentl.;7;106;52;54
VS;616161;Volksschule;1692864.56,5940674.46;Ligist 97;8563;Ligist;öffentl.;8;162;92;70
VS;616171;Volksschule;1676476.56,5935041.17;Modriach 5;8583;Edelschrott;öffentl.;1;13;9;4
VS;616181;Volksschule;1701180.7,5939947.23;Hauptstraße 6;8562;Mooskirchen;öffentl.;5;93;56;37
VS;616201;Volksschule;1683307.75,5950679.96;Hauptstraße 31;8582;Rosental an der Kainach;öffentl.;5;89;54;35
VS;616211;Volksschule St. Johann ob Hohenburg;1695041.93,5943764.67;Sankt Johann ob Hohenburg 5;8565;Söding-Sankt Johann;öffentl.;7;119;62;57
VS;616221;Volksschule;1681907.58,5943623.44;St. Martin am Wöllmißberg 36;8580;Sankt Martin am Wöllmißberg;öffentl.;2;32;16;16
VS;616241;Volksschule Söding Fridolin Rolke;1702070.2,5941898.31;Schulplatz 1;8561;Söding-Sankt Johann;öffentl.;6;105;60;45
VS;616251;Volksschule;1689381.95,5958728.37;Södingberg 35 A;8152;Geistthal-Södingberg;öffentl.;2;40;10;30
VS;616261;Volksschule;1693955.73,5949561.79;Stallhofen 3;8152;Stallhofen;öffentl.;8;119;58;61
VS;616291;Volksschule;1687187.35,5949445.96;Helmut-Glaser-Straße 5;8570;Voitsberg;öffentl.;13;251;121;130
VS;616331;Private Volksschule Pack des Souveränen Malteser-Ritter-Ordens, Großpriorat Österreich;1668425.06,5938433.33;Pack 155;8583;Hirschegg-Pack;privat;1;9;5;4
ASTAT;616341;Privatschule Freie Adventistische Privatschule Voitsberg des Vereins Schulverein der Siebenten-Tags-Adventisten;1685706.7,5950684.78;Perschlerstraße 3;8570;Voitsberg;privat;2;28;16;12
VS;616351;Private Volksschule KroKi-Schule des Vereins KroKi-Kinderbildungsverein;1693775.44,5943612.98;Krottendorf 161;8564;Krottendorf-Gaisfeld;privat;1;9;4;5
BMHST;616417;Private Werkmeisterschule für Berufstätige für Maschinenbau-Betriebstechnik der bfi Steiermark gGmbH;1679377.86,5952385.63;Alter Rathausplatz 1;8580;Köflach;privat;2;15;14;1
BMHSK;616428;Bundeshandelsakademie und Bundeshandelsschule;1686981.36,5949531.95;Franz-Jonas-Straße 13-15;8570;Voitsberg;öffentl.;17;338;166;172
BMHSW;616439;Höhere Bundeslehranstalt für wirtschaftliche Berufe;1686997.43,5949530.86;Franz-Jonas-Straße 13 - 15;8570;Voitsberg;öffentl.;5;147;14;133
LFMS;616710;Fachschule für Land- und Forstwirtschaft;1677335.94,5951978.99;Bergmanngasse 218;8591;Maria Lankowitz;öffentl.;4;98;9;89
VS;617011;Volksschule;1747295.85,5986599.38;Pettauer Straße 3;8184;Anger;öffentl.;8;123;62;61
NMSH;617012;Mittelschule;1747299.1,5986480.22;Pettauer Straße 10;8184;Anger;öffentl.;8;187;99;88
SS;617013;Allgemeine Sonderschule;1749535.71,5959374.08;Alois-Grogger-Gasse 12A;8200;Gleisdorf;öffentl.;5;40;26;14
PS;617014;Polytechnische Schule;1739547.92,5977858.95;Europa-Allee 9;8160;Weiz;öffentl.;3;63;51;12
AHS;617016;Bundesgymnasium und Bundesrealgymnasium;1749368.92,5959583.09;Dr.-Hermann-Hornung-Gasse 29;8200;Gleisdorf;öffentl.;37;836;384;452
VS;617021;Volksschule;1727047.57,5982789.98;Arzberg 3;8162;Passail;öffentl.;2;30;15;15
SS;617023;Allgemeine Sonderschule;1739452.24,5977796.65;Europa - Allee 5;8160;Weiz;öffentl.;2;14;10;4
AHS;617026;Bundesgymnasium und Bundesrealgymnasium;1740349.5,5978165.46;Offenburgergasse 23;8160;Weiz;öffentl.;25;599;276;323
VS;617031;Volksschule;1750848.23,5988781.94;Baierdorf bei Anger 4;8184;Anger;öffentl.;2;26;8;18
AHS;617036;Bundes-Oberstufenrealgymnasium;1746645.42,5999880.18;Birkengasse 1;8190;Birkfeld;öffentl.;10;185;47;138
VS;617041;Volksschule;1747134.06,6000352.41;Schulgasse 1;8190;Birkfeld;öffentl.;8;115;64;51
NMSH;617042;Mittelschule;1749504.4,5959537.6;Alois-Groggergasse 12;8200;Gleisdorf;öffentl.;15;350;197;153
PS;617044;Polytechnische Schule;1746645.42,5999880.18;Birkengasse 1;8190;Birkfeld;öffentl.;3;55;43;12
VS;617051;Volksschule;1748620.38,5971842.5;Rollsdorf 6;8181;Sankt Ruprecht an der Raab;öffentl.;4;75;31;44
NMSH;617052;Mittelschule;1763456.45,5950806.16;Feldbacherstraße 166;8311;Markt Hartmannsdorf;öffentl.;8;143;67;76
PS;617054;Polytechnische Schule;1749504.4,5959537.6;A. Grogger-Gasse 12;8200;Gleisdorf;öffentl.;4;77;45;32
NMSH;617062;Mittelschule;1727737.17,5987638.69;Weizerstraße 46;8162;Passail;öffentl.;13;270;149;121
PS;617064;Polytechnische Schule;1759332.58,5970808;Bergstraße 95;8212;Pischelsdorf am Kulm;öffentl.;2;26;21;5
NMSH;617072;Mittelschule;1759332.58,5970808;Pischelsdorf in der Steiermark 95;8212;Pischelsdorf am Kulm;öffentl.;10;231;115;116
VS;617081;Volksschule;1742499.69,6014095.33;Fischbach 11;8654;Fischbach;öffentl.;4;59;33;26
NMSH;617082;Mittelschule;1750572.62,5979218.56;Puch bei Weiz 103;8182;Puch bei Weiz;öffentl.;5;94;40;54
VS;617091;Volksschule;1722793.45,5988617.42;Fladnitz an der Teichalm 27;8163;Fladnitz an der Teichalm;öffentl.;4;56;29;27
NMSH;617092;Mittelschule;1750133.48,6021620.24;Kirchenviertel 52;8673;Ratten;öffentl.;7;118;62;56
VS;617101;Volksschule;1751301.2,5982692.11;Lebing 29;8183;Floing;öffentl.;3;57;31;26
NMSH;617102;Mittelschule;1752368.61,5950004.47;St. Margarethen an der Raab 141;8321;St. Margarethen an der Raab;öffentl.;8;140;69;71
VS;617111;Volksschule;1744764.93,5958562.09;Flöcking 1;8200;Ludersdorf-Wilfersdorf;öffentl.;8;139;68;71
NMSH;617112;Mittelschule;1743302.74,5967330.49;Hauptschulgasse 260;8181;Sankt Ruprecht an der Raab;öffentl.;11;213;114;99
VS;617121;Volksschule;1733272.3,6004796.88;Dorfplatz 3;8616;Gasen;öffentl.;2;39;21;18
NMSH;617122;Mittelschule;1762151.12,5959070.85;Sinabelkirchen 48a;8261;Sinabelkirchen;öffentl.;8;169;93;76
VS;617131;Volksschule Gerasdorf an der Feistritz;1764958.48,5968269.19;Gersdorf an der Feistritz 106;8212;Gersdorf an der Feistritz;öffentl.;3;61;33;28
